Timestamp,Name,Email,Wallet Address,Rating,Feedback
2026-06-22 07:05:11,Pankaj Tripathi,pankaj.t@gmail.com,0x5cdd262138eb5cdf3c8499e463af3d6dbe27e50f,5,Very robust smart contract error handling.
2026-06-22 07:30:44,Manoj Bajpayee,manoj.b@gmail.com,0x8b098defb751b7401b5f6d8976f71c7656ec7ab8,4,Wallet connection prompts correctly.
2026-06-22 08:05:11,Nawazuddin Siddiqui,nawaz.s@gmail.com,0x0E74029dac4E151fa77E0D4F24BbC34f9B016938,5,Outstanding Web3 integration and event streaming.
2026-06-22 08:32:05,Kay Kay Menon,kaykay.m@outlook.com,0x6c183e302104a6a2d79a4d7c812de6fbca4a186d,4,Dashboard items show status transitions immediately.
2026-06-22 09:05:19,Jaideep Ahlawat,jaideep.a@gmail.com,0x3c34f9b0169382281055afc756627068e888882b,4,Responsive UI works seamlessly.
2026-06-22 09:30:11,Vijay Verma,vijay.v@gmail.com,0xf618b27ef3e9a0fba9843b53117081042434f9f06,5,Highly secure and decentralized registry.
2026-06-22 10:05:44,Jim Sarbh,jim.s@gmail.com,0x9f0611459738684a1fb1408fc2b56ffee0fa5433f,4,Great UI presentation! Premium feel.
2026-06-22 10:30:19,Sobhita Dhulipala,sobhita.d@gmail.com,0x4998efaa6b8a0fd62c9cce0524b24fe6798fc7e90,5,Extremely clean execution of escrow contract.
2026-06-22 11:05:11,Radhika Madan,radhika.m@gmail.com,0x75e04e7d3b30392976d6c772e1b8c8f75ef6c8b0,4,Simple user flows, easy navigation.
2026-06-22 11:32:05,Vikrant Massey,vikrant.m@gmail.com,0x99f0b25d60830075a7075621ec67075dbbe18045,5,Loved it! Excellent design.
